chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
polygon,9723.6090,965.2174,8758.3916,1532.7185,7225.6730,0.0000,17.50,82.50,0.00
arbitrum,8270.1999,5306.6228,2963.5770,518.6260,2444.9511,0.0000,17.50,82.50,0.00
base,3742.6440,3374.7697,367.8743,64.3780,303.4963,0.0000,17.50,82.50,0.00
optimism,2294.4783,1623.4729,671.0055,58.7130,276.7898,335.5027,17.50,82.50,50.00
gnosis,13665.5363,1521.9110,12143.6253,2125.1344,10018.4909,0.0000,17.50,82.50,0.00
avalanche,233.9756,239.4937,0.0000,0.0000,0.0000,0.0000,17.50,82.50,0.00
mainnet,103488.5918,60103.1540,43385.4378,7592.4516,35792.9862,0.0000,17.50,82.50,0.00
fraxtal,7937.6200,0,7937.6200,1389.0835,6548.5365,0.0000,17.50,82.50,0.00
mode,3518.9200,0,3518.9200,615.8110,2903.1090,0.0000,17.50,82.50,0.00
